State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Connecticut,Yankee Gas Services,2021,October,10,,
Connecticut,Yankee Gas Services,2021,November,493,,
Connecticut,Yankee Gas Services,2021,December,27,,
Florida,Duke Energy,2020,January,10252,,
Florida,Duke Energy,2020,February,9424,,
Florida,Duke Energy,2020,March,5124,,
Florida,Duke Energy,2020,April,0,,
Florida,Duke Energy,2020,May,0,,
Florida,Duke Energy,2020,June,0,,
Florida,Duke Energy,2020,July,0,,
Florida,Duke Energy,2020,August,0,,
Florida,Duke Energy,2020,September,18,,
Florida,Duke Energy,2020,October,22721,,
Florida,Duke Energy,2020,November,20429,,
Florida,Duke Energy,2020,December,10428,,
Florida,Duke Energy,2021,January,10851,,
Florida,Duke Energy,2021,February,12178,,
Florida,Duke Energy,2021,March,10650,,
Florida,Duke Energy,2021,April,8502,,
Florida,Duke Energy,2021,May,12149,,
Florida,Duke Energy,2021,June,19078,,
Florida,Duke Energy,2021,July,18985,,
Florida,Duke Energy,2021,August,22771,,
Florida,Duke Energy,2021,September,20750,,
Florida,Duke Energy,2021,October,,,
Florida,Duke Energy,2021,November,,,
Florida,Duke Energy,2021,December,,,
Florida,Florida City Gas,2020,January,290,,
Florida,Florida City Gas,2020,February,297,,
Florida,Florida City Gas,2020,March,137,,
Florida,Florida City Gas,2020,April,0,,
Florida,Florida City Gas,2020,May,0,,
Florida,Florida City Gas,2020,June,0,,
Florida,Florida City Gas,2020,July,0,,
Florida,Florida City Gas,2020,August,0,,
Florida,Florida City Gas,2020,September,0,,
Florida,Florida City Gas,2020,October,0,,
Florida,Florida City Gas,2020,November,0,,
Florida,Florida City Gas,2020,December,64,,
Florida,Florida City Gas,2021,January,309,,
Florida,Florida City Gas,2021,February,235,,
Florida,Florida City Gas,2021,March,224,,
Florida,Florida City Gas,2021,April,221,,
Florida,Florida City Gas,2021,May,105,,
Florida,Florida City Gas,2021,June,56,,
Florida,Florida City Gas,2021,July,82,,
Florida,Florida City Gas,2021,August,407,,
Florida,Florida City Gas,2021,September,267,,
Florida,Florida City Gas,2021,October,,,
Florida,Florida City Gas,2021,November,,,
Florida,Florida City Gas,2021,December,,,
Florida,Florida Power & Light Company,2020,January,82462,,
Florida,Florida Power & Light Company,2020,February,67357,,
Florida,Florida Power & Light Company,2020,March,31697,,
Florida,Florida Power & Light Company,2020,April,0,,
Florida,Florida Power & Light Company,2020,May,0,,
Florida,Florida Power & Light Company,2020,June,0,,
Florida,Florida Power & Light Company,2020,July,0,,
Florida,Florida Power & Light Company,2020,August,0,,
Florida,Florida Power & Light Company,2020,September,0,,
Florida,Florida Power & Light Company,2020,October,72836,,
Florida,Florida Power & Light Company,2020,November,78834,,
Florida,Florida Power & Light Company,2020,December,104199,,
Florida,Florida Power & Light Company,2021,January,74049,,
Florida,Florida Power & Light Company,2021,February,69257,,
Florida,Florida Power & Light Company,2021,March,71318,,
Florida,Florida Power & Light Company,2021,April,68393,,
Florida,Florida Power & Light Company,2021,May,67496,,
Florida,Florida Power & Light Company,2021,June,79618,,
Florida,Florida Power & Light Company,2021,July,78247,,
Florida,Florida Power & Light Company,2021,August,86868,,
Florida,Florida Power & Light Company,2021,September,99103,,
Florida,Florida Power & Light Company,2021,October,,,
Florida,Florida Power & Light Company,2021,November,,,
Florida,Florida Power & Light Company,2021,December,,,
Florida,Florida Public Utilities,2020,January,260,,
Florida,Florida Public Utilities,2020,February,95,,
Florida,Florida Public Utilities,2020,March,62,,
Florida,Florida Public Utilities,2020,April,,,
Florida,Florida Public Utilities,2020,May,,,
Florida,Florida Public Utilities,2020,June,,,
Florida,Florida Public Utilities,2020,July,,,
Florida,Florida Public Utilities,2020,August,,,
Florida,Florida Public Utilities,2020,September,,,
Florida,Florida Public Utilities,2020,October,,,
Florida,Florida Public Utilities,2020,November,0,,
Florida,Florida Public Utilities,2020,December,0,,
Florida,Florida Public Utilities,2021,January,0,,
Florida,Florida Public Utilities,2021,February,0,,
Florida,Florida Public Utilities,2021,March,0,,
Florida,Florida Public Utilities,2021,April,111,,
Florida,Florida Public Utilities,2021,May,0,,
Florida,Florida Public Utilities,2021,June,134,,
Florida,Florida Public Utilities,2021,July,56,,
Florida,Florida Public Utilities,2021,August,89,,
Florida,Florida Public Utilities,2021,September,128,,
Florida,Florida Public Utilities,2021,October,,,
Florida,Florida Public Utilities,2021,November,,,
Florida,Florida Public Utilities,2021,December,,,
Florida,Gulf Power,2020,January,1534,,
Florida,Gulf Power,2020,February,0,,
Florida,Gulf Power,2020,March,0,,
Florida,Gulf Power,2020,April,0,,
Florida,Gulf Power,2020,May,0,,
Florida,Gulf Power,2020,June,0,,
Florida,Gulf Power,2020,July,0,,
Florida,Gulf Power,2020,August,0,,
Florida,Gulf Power,2020,September,0,,
Florida,Gulf Power,2020,October,0,,
Florida,Gulf Power,2020,November,148,,
Florida,Gulf Power,2020,December,2626,,
Florida,Gulf Power,2021,January,4860,,
Florida,Gulf Power,2021,February,2152,,
Florida,Gulf Power,2021,March,4745,,
Florida,Gulf Power,2021,April,5274,,
Florida,Gulf Power,2021,May,6320,,
Florida,Gulf Power,2021,June,3996,,
Florida,Gulf Power,2021,July,5340,,
Florida,Gulf Power,2021,August,5485,,
Florida,Gulf Power,2021,September,5998,,
Florida,Gulf Power,2021,October,,,
Florida,Gulf Power,2021,November,,,
Florida,Gulf Power,2021,December,,,
Florida,Peoples Gas System's,2020,January,1305,,
Florida,Peoples Gas System's,2020,February,1558,,
Florida,Peoples Gas System's,2020,March,661,,
Florida,Peoples Gas System's,2020,April,0,,
Florida,Peoples Gas System's,2020,May,0,,
Florida,Peoples Gas System's,2020,June,0,,
Florida,Peoples Gas System's,2020,July,0,,
Florida,Peoples Gas System's,2020,August,0,,
Florida,Peoples Gas System's,2020,September,467,,
Florida,Peoples Gas System's,2020,October,437,,
Florida,Peoples Gas System's,2020,November,859,,
Florida,Peoples Gas System's,2020,December,408,,
Florida,Peoples Gas System's,2021,January,789,,
Florida,Peoples Gas System's,2021,February,722,,
Florida,Peoples Gas System's,2021,March,659,,
Florida,Peoples Gas System's,2021,April,570,,
Florida,Peoples Gas System's,2021,May,586,,
Florida,Peoples Gas System's,2021,June,799,,
Florida,Peoples Gas System's,2021,July,722,,
Florida,Peoples Gas System's,2021,August,767,,
Florida,Peoples Gas System's,2021,September,707,,
Florida,Peoples Gas System's,2021,October,,,
Florida,Peoples Gas System's,2021,November,,,
Florida,Peoples Gas System's,2021,December,,,
Florida,Tampa Electric Company,2020,January,10927,,
Florida,Tampa Electric Company,2020,February,9042,,
Florida,Tampa Electric Company,2020,March,4544,,
Florida,Tampa Electric Company,2020,April,0,,
Florida,Tampa Electric Company,2020,May,0,,
Florida,Tampa Electric Company,2020,June,0,,
Florida,Tampa Electric Company,2020,July,0,,
Florida,Tampa Electric Company,2020,August,0,,
Florida,Tampa Electric Company,2020,September,4830,,
Florida,Tampa Electric Company,2020,October,7274,,
Florida,Tampa Electric Company,2020,November,4292,,
Florida,Tampa Electric Company,2020,December,3555,,
Florida,Tampa Electric Company,2021,January,4655,,
Florida,Tampa Electric Company,2021,February,3858,,
Florida,Tampa Electric Company,2021,March,3868,,
Florida,Tampa Electric Company,2021,April,3288,,
Florida,Tampa Electric Company,2021,May,3231,,
Florida,Tampa Electric Company,2021,June,4572,,
Florida,Tampa Electric Company,2021,July,4626,,
Florida,Tampa Electric Company,2021,August,6094,,
Florida,Tampa Electric Company,2021,September,6507,,
Florida,Tampa Electric Company,2021,October,,,
Florida,Tampa Electric Company,2021,November,,,
Florida,Tampa Electric Company,2021,December,,,
Florida,"Utilities, Inc. of Florida",2020,January,,,
Florida,"Utilities, Inc. of Florida",2020,February,,,
Florida,"Utilities, Inc. of Florida",2020,March,,,
Florida,"Utilities, Inc. of Florida",2020,April,,,
Florida,"Utilities, Inc. of Florida",2020,May,,,
Florida,"Utilities, Inc. of Florida",2020,June,,,
Florida,"Utilities, Inc. of Florida",2020,July,,,
Florida,"Utilities, Inc. of Florida",2020,August,0,,
Florida,"Utilities, Inc. of Florida",2020,September,0,,
Florida,"Utilities, Inc. of Florida",2020,October,0,,
Florida,"Utilities, Inc. of Florida",2020,November,,,
Florida,"Utilities, Inc. of Florida",2020,December,,,
Florida,"Utilities, Inc. of Florida",2021,January,,,
Florida,"Utilities, Inc. of Florida",2021,February,,,
Florida,"Utilities, Inc. of Florida",2021,March,,,
Florida,"Utilities, Inc. of Florida",2021,April,,,
Florida,"Utilities, Inc. of Florida",2021,May,,,
Florida,"Utilities, Inc. of Florida",2021,June,,,
Florida,"Utilities, Inc. of Florida",2021,July,,,
Florida,"Utilities, Inc. of Florida",2021,August,,,
Florida,"Utilities, Inc. of Florida",2021,September,,,
Florida,"Utilities, Inc. of Florida",2021,October,,,
Florida,"Utilities, Inc. of Florida",2021,November,,,
Florida,"Utilities, Inc. of Florida",2021,December,,,
Georgia,Georgia Power,2020,January,,,
Georgia,Georgia Power,2020,February,,,
Georgia,Georgia Power,2020,March,,,
Georgia,Georgia Power,2020,April,0,,
Georgia,Georgia Power,2020,May,0,,
Georgia,Georgia Power,2020,June,0,,
Georgia,Georgia Power,2020,July,,,
Georgia,Georgia Power,2020,August,,,
Georgia,Georgia Power,2020,September,,,
Georgia,Georgia Power,2020,October,,,
Georgia,Georgia Power,2020,November,,,
Georgia,Georgia Power,2020,December,,,
Georgia,Georgia Power,2021,January,,,
Georgia,Georgia Power,2021,February,,,
Georgia,Georgia Power,2021,March,,,
Georgia,Georgia Power,2021,April,,,
Georgia,Georgia Power,2021,May,,,
Georgia,Georgia Power,2021,June,,,
Georgia,Georgia Power,2021,July,,,
Georgia,Georgia Power,2021,August,,,
Georgia,Georgia Power,2021,September,,,
Georgia,Georgia Power,2021,October,,,
Georgia,Georgia Power,2021,November,,,
Georgia,Georgia Power,2021,December,,,
Illinois,Ameren Illinois,2020,January,0,,
Illinois,Ameren Illinois,2020,February,0,,
Illinois,Ameren Illinois,2020,March,0,,
Illinois,Ameren Illinois,2020,April,0,,
Illinois,Ameren Illinois,2020,May,0,,
Illinois,Ameren Illinois,2020,June,0,,
Illinois,Ameren Illinois,2020,July,0,,
Illinois,Ameren Illinois,2020,August,0,,
Illinois,Ameren Illinois,2020,September,6543,,
Illinois,Ameren Illinois,2020,October,14683,,
Illinois,Ameren Illinois,2020,November,1603,,
Illinois,Ameren Illinois,2020,December,1,,
Illinois,Ameren Illinois,2021,January,1,,
Illinois,Ameren Illinois,2021,February,1,,
Illinois,Ameren Illinois,2021,March,0,,
Illinois,Ameren Illinois,2021,April,3632,,
Illinois,Ameren Illinois,2021,May,5081,,
Illinois,Ameren Illinois,2021,June,6729,,
Illinois,Ameren Illinois,2021,July,4424,,
Illinois,Ameren Illinois,2021,August,5975,,
Illinois,Ameren Illinois,2021,September,,,
Illinois,Ameren Illinois,2021,October,,,
Illinois,Ameren Illinois,2021,November,,,
Illinois,Ameren Illinois,2021,December,,,
Illinois,Commonwealth Edison,2020,January,0,,
Illinois,Commonwealth Edison,2020,February,0,,
Illinois,Commonwealth Edison,2020,March,0,,
Illinois,Commonwealth Edison,2020,April,0,,
Illinois,Commonwealth Edison,2020,May,0,,
Illinois,Commonwealth Edison,2020,June,0,,
Illinois,Commonwealth Edison,2020,July,0,,
Illinois,Commonwealth Edison,2020,August,0,,
Illinois,Commonwealth Edison,2020,September,9553,,
Illinois,Commonwealth Edison,2020,October,31426,,
Illinois,Commonwealth Edison,2020,November,9401,,
Illinois,Commonwealth Edison,2020,December,0,,
Illinois,Commonwealth Edison,2021,January,0,,
Illinois,Commonwealth Edison,2021,February,0,,
Illinois,Commonwealth Edison,2021,March,2,,
Illinois,Commonwealth Edison,2021,April,13227,,
Illinois,Commonwealth Edison,2021,May,24825,,
Illinois,Commonwealth Edison,2021,June,20715,,
Illinois,Commonwealth Edison,2021,July,23096,,
Illinois,Commonwealth Edison,2021,August,25362,,
Illinois,Commonwealth Edison,2021,September,,,
Illinois,Commonwealth Edison,2021,October,,,
Illinois,Commonwealth Edison,2021,November,,,
Illinois,Commonwealth Edison,2021,December,,,
Illinois,MidAmerican Energy Company,2020,January,0,,
Illinois,MidAmerican Energy Company,2020,February,0,,
Illinois,MidAmerican Energy Company,2020,March,0,,
Illinois,MidAmerican Energy Company,2020,April,0,,
Illinois,MidAmerican Energy Company,2020,May,0,,
Illinois,MidAmerican Energy Company,2020,June,0,,
Illinois,MidAmerican Energy Company,2020,July,0,,
Illinois,MidAmerican Energy Company,2020,August,5,,
Illinois,MidAmerican Energy Company,2020,September,25,,
Illinois,MidAmerican Energy Company,2020,October,17,,
Illinois,MidAmerican Energy Company,2020,November,13,,
Illinois,MidAmerican Energy Company,2020,December,7,,
Illinois,MidAmerican Energy Company,2021,January,12,,
Illinois,MidAmerican Energy Company,2021,February,6,,
Illinois,MidAmerican Energy Company,2021,March,0,,
Illinois,MidAmerican Energy Company,2021,April,383,,
Illinois,MidAmerican Energy Company,2021,May,279,,
Illinois,MidAmerican Energy Company,2021,June,213,,
Illinois,MidAmerican Energy Company,2021,July,140,,
Illinois,MidAmerican Energy Company,2021,August,119,,
Illinois,MidAmerican Energy Company,2021,September,,,
Illinois,MidAmerican Energy Company,2021,October,,,
Illinois,MidAmerican Energy Company,2021,November,,,
Illinois,MidAmerican Energy Company,2021,December,,,
Indiana,AES Indiana,2019,January,3651,410579,0.00889232
Indiana,AES Indiana,2019,February,5040,410490,0.012278009
Indiana,AES Indiana,2019,March,4907,411826,0.011915226
Indiana,AES Indiana,2019,April,5793,412979,0.014027348
Indiana,AES Indiana,2019,May,5435,413619,0.013140112
Indiana,AES Indiana,2019,June,5229,413893,0.0126337
Indiana,AES Indiana,2019,July,4585,413817,0.011079777
Indiana,AES Indiana,2019,August,5659,414528,0.013651671
Indiana,AES Indiana,2019,September,5112,414375,0.012336652
Indiana,AES Indiana,2019,October,6776,413695,0.016379217
Indiana,AES Indiana,2019,November,4811,413103,0.011646006
Indiana,AES Indiana,2019,December,3859,413743,0.009327046
